Process_ID,ID,Timestamp,Voltage,Current,Power,Energy,Frequency,PF
station01,310,2024-11-12 12:14:36.548082,222.01,0.03,2.14,0.341,50.09,0.2
station01,311,2024-11-12 12:14:36.582707,220.72,0.03,3.03,0.84,49.99,0.48
station01,312,2024-11-12 12:14:36.615902,226.27,0.03,2.53,0.689,50.07,0.35
station01,313,2024-11-12 12:14:36.647844,228.91,0.03,1.92,0.007,50.15,0.31
station01,314,2024-11-12 12:14:37.102479,221.83,0.04,4.48,0.444,50.05,0.2
station01,315,2024-11-12 12:14:37.220484,221.54,0.02,1.08,0.412,50.0,0.12
station01,316,2024-11-12 12:14:37.467479,223.19,0.03,4.41,0.58,49.89,0.0
station01,317,2024-11-12 12:14:37.504050,226.7,0.02,0.82,0.399,49.89,0.2
station01,318,2024-11-12 12:14:37.629458,226.18,0.04,0.92,0.429,50.12,0.93
station01,319,2024-11-12 12:14:37.753447,221.82,0.05,0.84,0.558,50.07,0.71
station01,320,2024-11-12 12:14:37.954231,227.3,0.03,0.2,0.929,50.05,0.03
station01,321,2024-11-12 12:14:38.106377,222.52,0.03,3.25,0.989,49.8,0.15
station01,322,2024-11-12 12:14:38.422979,223.48,0.01,2.63,0.453,49.96,0.93
station01,323,2024-11-12 12:14:38.456714,226.71,0.03,3.37,0.278,50.19,0.96
station01,324,2024-11-12 12:14:38.609003,229.33,0.02,0.72,0.463,50.04,0.73
station01,325,2024-11-12 12:14:38.770072,220.09,0.04,4.32,0.463,49.91,0.46
station01,326,2024-11-12 12:14:38.977150,223.14,0.01,1.97,0.127,49.8,0.15
station01,327,2024-11-12 12:14:39.117115,228.34,0.02,1.98,0.851,49.98,0.47
station01,328,2024-11-12 12:14:39.154706,222.79,0.02,0.58,0.027,49.83,0.35
station01,329,2024-11-12 12:14:39.187881,222.29,0.05,4.8,0.151,49.94,0.06
station01,330,2024-11-12 12:14:39.220043,223.02,0.05,4.43,0.16,49.94,0.1
station01,331,2024-11-12 12:14:39.255266,220.61,0.03,4.64,0.434,49.9,0.96
station01,332,2024-11-12 12:14:39.287365,221.45,0.02,4.9,0.96,50.16,0.31
station01,333,2024-11-12 12:14:39.318812,229.89,0.04,4.05,0.4,49.99,0.77
station01,334,2024-11-12 12:14:39.349976,221.52,0.03,4.72,0.981,50.09,0.7
station01,335,2024-11-12 12:14:39.380937,229.53,0.04,4.6,0.385,50.16,0.82
station01,336,2024-11-12 12:14:39.411921,229.94,0.02,0.18,0.218,49.88,0.96
station01,337,2024-11-12 12:14:39.442661,221.76,0.05,2.43,0.432,50.18,0.86
station01,338,2024-11-12 12:14:39.473753,225.36,0.03,1.02,0.221,50.15,0.54
station01,339,2024-11-12 12:14:39.506583,226.02,0.05,4.79,0.723,49.99,0.96
station01,340,2024-11-12 12:14:39.543751,228.27,0.04,3.95,0.751,49.94,0.53
station01,341,2024-11-12 12:14:39.576600,228.64,0.04,3.82,0.808,49.87,0.46
station01,342,2024-11-12 12:14:39.612288,227.76,0.01,2.14,0.797,50.18,1.0
station01,343,2024-11-12 12:14:39.642377,229.61,0.03,1.93,0.991,49.92,0.37
station01,344,2024-11-12 12:14:39.678498,229.46,0.04,3.82,0.314,50.09,0.96
station01,345,2024-11-12 12:14:39.724659,221.68,0.03,4.96,0.253,49.95,0.55
station01,346,2024-11-12 12:14:39.756265,221.34,0.04,3.72,0.611,49.86,0.2
station01,347,2024-11-12 12:14:39.787601,227.02,0.01,2.38,0.945,49.9,0.09
station01,348,2024-11-12 12:14:39.820005,229.78,0.02,4.16,0.906,50.06,0.54
station01,349,2024-11-12 12:14:39.854720,221.07,0.04,4.45,0.46,49.84,0.53
station01,350,2024-11-12 12:14:39.889968,227.85,0.05,3.27,0.529,50.11,0.05
station01,351,2024-11-12 12:14:39.921523,224.75,0.04,3.13,0.548,49.85,0.53
station01,352,2024-11-12 12:14:39.959397,229.79,0.05,1.38,0.359,50.08,0.58
station01,353,2024-11-12 12:14:39.989855,225.61,0.03,4.63,0.138,49.88,0.41
station01,354,2024-11-12 12:14:40.018956,228.51,0.05,1.74,0.499,50.17,0.81
station01,355,2024-11-12 12:14:40.050964,225.0,0.02,3.58,0.757,49.95,0.92
station01,356,2024-11-12 12:14:40.082538,223.54,0.02,2.76,0.938,49.91,0.59
station01,357,2024-11-12 12:14:40.112570,224.82,0.04,3.12,0.62,49.87,0.34
station01,358,2024-11-12 12:14:40.143752,229.83,0.03,4.17,0.908,50.11,0.39
station01,359,2024-11-12 12:14:40.172607,227.79,0.02,2.29,0.427,50.11,0.23
station01,360,2024-11-12 12:14:40.203364,220.59,0.03,2.64,0.451,49.81,0.04
station01,361,2024-11-12 12:14:40.237422,229.18,0.04,3.81,0.926,49.82,0.81
station01,362,2024-11-12 12:14:40.266975,229.4,0.03,4.18,0.962,50.08,0.34
station01,363,2024-11-12 12:14:40.301318,225.42,0.03,1.08,0.995,49.99,0.65
station01,364,2024-11-12 12:14:40.334080,224.15,0.01,2.54,0.725,49.82,0.18
station01,365,2024-11-12 12:14:40.366719,223.95,0.04,4.4,0.787,50.13,0.97
station01,366,2024-11-12 12:14:40.400569,225.95,0.04,3.35,0.915,50.14,0.24
station01,367,2024-11-12 12:14:40.434302,224.48,0.01,4.03,0.477,49.98,0.04
station01,368,2024-11-12 12:14:40.467281,223.81,0.03,4.54,0.255,49.84,0.13
station01,369,2024-11-12 12:14:40.499222,228.39,0.05,1.91,0.065,50.06,0.95
station01,370,2024-11-12 12:14:40.532905,228.13,0.03,1.8,0.465,50.0,0.77
station01,371,2024-11-12 12:14:40.563733,228.48,0.04,4.37,0.485,49.94,0.61
station01,372,2024-11-12 12:14:40.594975,229.89,0.04,2.73,0.011,49.86,0.36
station01,373,2024-11-12 12:14:40.624982,225.13,0.03,2.38,0.337,50.08,0.99
station01,374,2024-11-12 12:14:40.654772,225.03,0.02,4.77,0.269,49.99,0.06
station01,375,2024-11-12 12:14:40.690802,225.86,0.04,0.0,0.706,49.87,0.81
station01,376,2024-11-12 12:14:40.725162,226.15,0.01,4.59,0.686,50.11,0.19
station01,377,2024-11-12 12:14:40.755208,226.19,0.01,1.32,0.924,50.14,0.97
station01,378,2024-11-12 12:14:40.784934,222.15,0.03,0.63,0.135,49.99,0.65
station01,379,2024-11-12 12:14:40.815714,222.57,0.03,4.04,0.1,49.97,0.3
station01,380,2024-11-12 12:14:40.845371,225.09,0.04,0.64,0.556,50.12,0.77
station01,381,2024-11-12 12:14:40.881051,225.11,0.05,1.97,0.335,49.91,0.11
station01,382,2024-11-12 12:14:40.913245,220.48,0.01,0.32,0.825,49.88,0.8
station01,383,2024-11-12 12:14:40.945452,225.12,0.04,2.31,0.351,50.05,0.6
station01,384,2024-11-12 12:14:40.974983,220.01,0.04,0.51,0.407,49.93,0.25
station01,385,2024-11-12 12:14:41.005331,221.8,0.05,1.01,0.679,49.96,0.96
station01,386,2024-11-12 12:14:41.034869,220.82,0.02,3.02,0.318,50.12,0.91
station01,387,2024-11-12 12:14:41.066893,226.82,0.02,2.22,0.5,50.06,0.73
station01,388,2024-11-12 12:14:41.096490,220.83,0.03,3.29,0.003,49.82,0.05
station01,389,2024-11-12 12:14:41.126734,227.25,0.04,1.39,0.449,49.94,0.2
station01,390,2024-11-12 12:14:41.156326,229.78,0.04,3.55,0.802,50.16,0.01
station01,391,2024-11-12 12:14:41.186417,222.54,0.03,2.07,0.368,50.13,0.8
station01,392,2024-11-12 12:14:41.216499,223.31,0.04,4.65,0.956,50.02,0.3
station01,393,2024-11-12 12:14:41.250127,222.26,0.04,0.92,0.003,49.98,0.78
station01,394,2024-11-12 12:14:41.280898,222.78,0.03,0.23,0.609,50.15,0.23
station01,395,2024-11-12 12:14:41.312991,226.93,0.01,2.46,0.595,50.01,0.73
station01,396,2024-11-12 12:14:41.342973,224.18,0.02,3.83,0.652,49.88,0.19
station01,397,2024-11-12 12:14:41.374539,221.4,0.01,4.4,0.039,49.91,0.89
station01,398,2024-11-12 12:14:41.407226,224.47,0.03,3.38,0.807,50.06,0.29
station01,399,2024-11-12 12:14:41.440830,222.45,0.04,1.64,0.646,49.93,0.41
station01,400,2024-11-12 12:14:41.503068,220.94,0.03,3.33,0.142,49.99,0.19
station01,401,2024-11-12 12:14:41.531033,227.67,0.02,1.34,0.696,49.87,0.07
station01,402,2024-11-12 12:14:41.562026,222.94,0.03,1.18,0.328,49.91,0.91
station01,403,2024-11-12 12:14:41.591712,227.75,0.02,4.44,0.627,49.94,0.9
station01,404,2024-11-12 12:14:41.620887,229.11,0.04,1.56,0.529,50.0,0.35
station01,405,2024-11-12 12:14:41.652581,222.87,0.04,0.25,0.782,50.02,0.69
station01,406,2024-11-12 12:14:41.684244,223.05,0.03,2.54,0.108,49.83,0.98
station01,407,2024-11-12 12:14:41.750429,229.19,0.03,2.91,0.285,50.09,0.1
station01,408,2024-11-12 12:14:41.782013,222.6,0.03,2.96,0.971,50.08,0.28
station01,409,2024-11-12 12:14:41.809226,223.01,0.04,0.45,0.415,50.07,0.83
station01,410,2024-11-12 12:14:41.838626,225.86,0.02,0.27,0.137,50.19,0.28
station01,411,2024-11-12 12:14:41.900957,222.17,0.04,0.37,0.79,49.97,0.69
station01,412,2024-11-12 12:14:41.970786,221.29,0.02,2.74,0.365,50.19,0.91
station01,413,2024-11-12 12:14:42.000896,225.08,0.02,3.2,0.678,49.97,0.14
station01,414,2024-11-12 12:14:42.032092,220.26,0.04,1.89,0.117,49.9,0.47
station01,415,2024-11-12 12:14:42.064192,227.58,0.05,4.79,0.916,50.08,0.48
station01,416,2024-11-12 12:14:42.095395,220.64,0.01,2.05,0.806,49.96,0.68
station01,417,2024-11-12 12:14:42.127664,221.22,0.03,2.43,0.44,50.16,0.99
station01,418,2024-11-12 12:14:42.221724,223.54,0.02,4.61,0.869,50.06,0.7
station01,419,2024-11-12 12:14:42.255849,229.52,0.02,4.62,0.628,50.16,0.71
station01,420,2024-11-12 12:14:42.408883,228.45,0.04,1.2,0.359,49.92,0.27
station01,421,2024-11-12 12:14:42.683868,225.76,0.04,1.45,0.202,49.84,0.13
station01,422,2024-11-12 12:14:42.717652,226.74,0.04,2.08,0.907,50.14,0.97
station01,423,2024-11-12 12:14:42.883336,220.02,0.04,2.01,0.099,50.0,0.03
station01,424,2024-11-12 12:14:43.038097,222.72,0.01,3.78,0.287,50.11,0.3
station01,425,2024-11-12 12:14:43.068934,224.12,0.03,1.49,0.874,49.83,0.79
station01,426,2024-11-12 12:14:43.233169,229.3,0.01,4.23,0.661,49.98,0.21
station01,427,2024-11-12 12:14:43.321786,225.07,0.01,3.93,0.094,49.91,0.82
station01,428,2024-11-12 12:14:43.352018,221.68,0.01,2.79,0.608,49.86,0.82
station01,429,2024-11-12 12:14:43.512800,229.39,0.02,2.38,0.811,50.07,0.48
station01,430,2024-11-12 12:14:43.542445,222.04,0.02,1.06,0.618,50.15,0.37
station01,431,2024-11-12 12:14:43.703606,228.64,0.04,3.65,0.765,50.15,0.27
station01,432,2024-11-12 12:14:43.814283,227.99,0.02,0.94,0.292,49.95,0.72
station01,433,2024-11-12 12:14:43.896814,223.31,0.03,3.99,0.85,49.81,0.76
station01,434,2024-11-12 12:14:43.930407,226.66,0.04,4.52,0.951,49.88,0.77
station01,435,2024-11-12 12:14:44.090945,226.99,0.03,2.99,0.333,49.82,0.49
station01,436,2024-11-12 12:14:44.258598,227.4,0.02,2.67,0.631,49.83,0.07
station01,437,2024-11-12 12:14:44.287453,222.49,0.03,4.96,0.955,49.91,0.96
station01,438,2024-11-12 12:14:44.454807,222.17,0.03,3.3,0.409,50.02,0.02
station01,439,2024-11-12 12:14:44.613867,224.62,0.02,3.4,0.234,50.04,0.25
station01,440,2024-11-12 12:14:44.775180,223.49,0.04,2.1,0.568,50.16,0.02
station01,441,2024-11-12 12:14:44.805054,222.09,0.03,4.85,0.882,50.03,0.09
station01,442,2024-11-12 12:14:44.966717,223.53,0.03,3.5,0.877,50.14,0.91
station01,443,2024-11-12 12:14:44.996522,227.0,0.01,2.46,0.132,49.9,0.63
station01,444,2024-11-12 12:14:45.025971,225.88,0.03,0.85,0.266,50.03,0.49
station01,445,2024-11-12 12:14:45.053085,229.39,0.03,4.5,0.648,49.95,0.47
station01,446,2024-11-12 12:14:45.080524,225.87,0.04,4.49,0.239,49.93,0.81
station01,447,2024-11-12 12:14:45.109216,225.52,0.02,0.15,0.862,49.99,0.28
station01,448,2024-11-12 12:14:45.137110,226.35,0.05,3.03,0.631,50.12,0.65
station01,449,2024-11-12 12:14:45.163541,221.44,0.04,1.3,0.281,49.97,0.84
station01,450,2024-11-12 12:14:45.196420,229.73,0.04,1.78,0.584,49.97,0.51
station01,451,2024-11-12 12:14:45.225023,226.02,0.04,2.33,0.927,50.13,0.16
station01,452,2024-11-12 12:14:45.252087,229.13,0.05,1.94,0.29,50.03,0.94
station01,453,2024-11-12 12:14:45.283334,222.49,0.05,0.87,0.689,49.85,0.48
station01,454,2024-11-12 12:14:45.311277,221.05,0.03,2.01,0.197,50.07,0.84
station01,455,2024-11-12 12:14:45.340472,223.61,0.02,0.28,0.972,50.13,0.16
station01,456,2024-11-12 12:14:45.374710,222.51,0.01,3.94,0.934,50.05,0.6
station01,457,2024-11-12 12:14:45.401646,221.59,0.04,4.83,0.438,50.02,0.2
station01,458,2024-11-12 12:14:45.430684,225.27,0.03,1.99,0.903,50.12,0.1
station01,459,2024-11-12 12:14:45.459465,222.3,0.03,1.63,0.774,49.83,0.1
station01,460,2024-11-12 12:14:45.486003,229.78,0.02,4.2,0.715,50.2,0.22
station01,461,2024-11-12 12:14:45.513626,229.27,0.03,2.99,0.158,49.96,0.05
station01,462,2024-11-12 12:14:45.551925,229.79,0.04,0.83,0.43,49.87,0.23
station01,463,2024-11-12 12:14:45.580727,222.08,0.02,2.03,0.684,49.94,0.42
station01,464,2024-11-12 12:14:45.607629,222.06,0.04,0.46,0.932,50.16,0.17
station01,465,2024-11-12 12:14:45.640810,229.24,0.04,2.24,0.949,49.84,0.91
station01,466,2024-11-12 12:14:45.670867,225.17,0.05,1.62,0.31,50.16,0.11
station01,467,2024-11-12 12:14:45.708412,228.09,0.04,2.29,0.045,50.06,0.57
station01,468,2024-11-12 12:14:45.736260,224.51,0.04,1.91,0.268,49.98,0.12
station01,469,2024-11-12 12:14:45.767115,228.05,0.04,3.54,0.413,50.12,0.71
station01,470,2024-11-12 12:14:45.796099,223.08,0.01,3.3,0.849,49.86,0.72
station01,471,2024-11-12 12:14:45.824462,221.82,0.05,4.6,0.501,49.87,0.63
station01,472,2024-11-12 12:14:45.856638,227.99,0.03,0.33,0.282,49.92,0.95
station01,473,2024-11-12 12:14:45.890564,225.38,0.04,1.2,0.335,50.13,0.3
station01,474,2024-11-12 12:14:45.922859,222.28,0.02,4.98,0.568,50.03,0.55
station01,475,2024-11-12 12:14:45.953750,229.3,0.04,0.52,0.538,49.85,0.71
station01,476,2024-11-12 12:14:45.981979,222.5,0.02,4.28,0.198,50.04,0.71
station01,477,2024-11-12 12:14:46.009311,221.12,0.04,4.63,0.519,50.09,0.61
station01,478,2024-11-12 12:14:46.036328,225.38,0.03,4.54,0.493,50.15,0.34
station01,479,2024-11-12 12:14:46.068734,226.99,0.05,3.38,0.097,50.1,0.19
station01,480,2024-11-12 12:14:46.099982,228.36,0.02,3.95,0.638,49.84,0.69
station01,481,2024-11-12 12:14:46.131288,220.8,0.01,1.51,0.08,49.87,0.84
station01,482,2024-11-12 12:14:46.160886,224.06,0.02,0.79,0.715,49.84,0.45
station01,483,2024-11-12 12:14:46.193953,228.62,0.05,4.54,0.938,50.08,0.4
station01,484,2024-11-12 12:14:46.221970,225.07,0.01,0.29,0.303,50.09,0.84
station01,485,2024-11-12 12:14:46.251357,221.52,0.04,3.59,0.425,49.86,0.78
station01,486,2024-11-12 12:14:46.280033,223.83,0.03,0.35,0.23,49.99,0.4
station01,487,2024-11-12 12:14:46.310177,221.91,0.02,1.22,0.296,50.04,0.21
station01,488,2024-11-12 12:14:46.340423,223.91,0.04,3.82,0.4,49.96,0.32
station01,489,2024-11-12 12:14:46.371132,229.9,0.02,4.47,0.266,49.81,0.37
station01,490,2024-11-12 12:14:46.402220,222.2,0.04,3.74,0.68,49.92,0.85
station01,491,2024-11-12 12:14:46.437307,222.22,0.03,4.19,0.67,50.14,0.92
station01,492,2024-11-12 12:14:46.470704,222.37,0.02,2.58,0.903,49.92,0.62
station01,493,2024-11-12 12:14:46.540761,220.12,0.03,0.54,0.37,49.99,0.08
station01,494,2024-11-12 12:14:46.573107,227.39,0.05,1.57,0.689,50.15,0.89
station01,495,2024-11-12 12:14:46.603195,226.67,0.03,4.35,0.577,50.05,0.02
station01,496,2024-11-12 12:14:46.753583,223.14,0.04,1.61,0.401,50.12,0.32
station01,497,2024-11-12 12:14:46.880192,229.46,0.02,4.3,0.485,50.14,0.23
station01,498,2024-11-12 12:14:47.002820,225.39,0.01,0.59,0.103,49.89,0.77
station01,499,2024-11-12 12:14:47.121642,228.56,0.04,0.14,0.502,49.8,0.82
station01,500,2024-11-12 12:14:47.157316,227.53,0.01,3.05,0.631,49.94,0.66
station01,501,2024-11-12 12:14:47.285180,223.76,0.02,3.25,0.655,50.0,0.75
station01,502,2024-11-12 12:14:47.408918,221.19,0.04,0.28,0.736,49.84,0.48
station01,503,2024-11-12 12:14:47.536629,228.18,0.04,1.37,0.305,50.09,0.92
station01,504,2024-11-12 12:14:47.568487,227.51,0.01,0.94,0.256,50.15,0.02
station01,505,2024-11-12 12:14:47.690453,226.81,0.01,1.74,0.187,49.87,0.22
station01,506,2024-11-12 12:14:47.847448,221.44,0.04,2.74,0.303,50.06,0.23
station01,507,2024-11-12 12:14:48.000542,224.07,0.05,0.81,0.063,49.83,0.68
station01,508,2024-11-12 12:14:48.036122,223.81,0.01,2.65,0.368,49.85,0.42
station01,509,2024-11-12 12:14:48.352802,222.85,0.05,0.54,0.873,49.88,0.19
station01,510,2024-11-12 12:14:48.507025,226.87,0.05,1.75,0.493,49.9,0.56
station01,511,2024-11-12 12:14:48.541309,224.8,0.03,1.31,0.179,49.89,0.8
station01,512,2024-11-12 12:14:48.576618,224.01,0.05,1.46,0.217,49.89,0.7
station01,513,2024-11-12 12:14:48.607776,223.69,0.03,4.53,0.47,49.85,0.82
station01,514,2024-11-12 12:14:48.638378,228.19,0.04,1.38,0.838,49.93,0.37
station01,515,2024-11-12 12:14:48.978678,228.36,0.04,1.69,0.357,50.02,0.71
station01,516,2024-11-12 12:14:49.013506,229.84,0.05,3.76,0.632,50.05,0.48
station01,517,2024-11-12 12:14:49.044889,229.58,0.02,0.14,0.714,50.19,0.17
station01,518,2024-11-12 12:14:49.077851,224.15,0.01,0.93,0.278,49.94,0.02
station01,519,2024-11-12 12:14:49.107183,227.52,0.03,2.19,0.964,49.9,0.04
station01,520,2024-11-12 12:14:49.139497,220.84,0.04,0.89,0.553,49.87,0.11
station01,521,2024-11-12 12:14:49.171630,225.02,0.05,2.45,0.558,50.11,0.87
station01,522,2024-11-12 12:14:49.203411,227.61,0.01,2.44,0.505,50.1,0.16
station01,523,2024-11-12 12:14:49.234957,227.95,0.05,4.14,0.131,50.13,0.66
station01,524,2024-11-12 12:14:49.269464,224.63,0.01,4.99,0.095,50.18,0.95
station01,525,2024-11-12 12:14:49.300216,225.56,0.02,0.98,0.397,50.14,0.1
station01,526,2024-11-12 12:14:49.342043,226.99,0.03,1.87,0.525,49.85,0.15
station01,527,2024-11-12 12:14:49.373191,229.24,0.04,1.27,0.322,50.13,0.22
station01,528,2024-11-12 12:14:49.406697,225.43,0.01,1.17,0.462,49.97,0.83
station01,529,2024-11-12 12:14:49.437024,220.82,0.03,1.39,0.216,49.81,0.51
station01,530,2024-11-12 12:14:49.466286,224.65,0.03,2.95,0.136,49.95,0.1
station01,531,2024-11-12 12:14:49.500505,221.98,0.05,2.63,0.255,50.12,0.07
station01,532,2024-11-12 12:14:49.532673,228.74,0.03,0.8,0.332,50.18,0.32
station01,533,2024-11-12 12:14:49.569157,222.68,0.04,3.85,0.43,50.19,0.19
station01,534,2024-11-12 12:14:49.601116,220.88,0.04,2.75,0.472,49.88,0.83
station01,535,2024-11-12 12:14:49.633273,220.12,0.01,1.56,0.838,49.89,0.51
station01,536,2024-11-12 12:14:49.670681,222.72,0.03,3.58,0.76,50.16,0.34
station01,537,2024-11-12 12:14:49.699386,222.49,0.03,3.18,0.769,50.08,0.27
station01,538,2024-11-12 12:14:49.731763,229.1,0.04,2.71,0.821,49.96,0.35
station01,539,2024-11-12 12:14:49.767128,221.9,0.01,0.85,0.013,50.15,0.24
station01,540,2024-11-12 12:14:49.800981,220.97,0.03,3.0,0.658,50.07,0.2
station01,541,2024-11-12 12:14:49.832108,220.17,0.01,1.04,0.634,50.03,0.71
station01,542,2024-11-12 12:14:49.863444,222.12,0.04,1.01,0.637,50.15,0.25
station01,543,2024-11-12 12:14:49.892431,223.8,0.04,0.18,0.065,49.9,0.53
station01,544,2024-11-12 12:14:49.925227,222.64,0.04,1.76,0.471,49.83,0.44
station01,545,2024-11-12 12:14:49.959471,222.47,0.04,1.65,0.801,50.08,0.98
station01,546,2024-11-12 12:14:49.989797,223.36,0.03,1.34,0.134,49.82,0.72
station01,547,2024-11-12 12:14:50.021411,225.62,0.01,2.76,0.771,50.05,0.72
station01,548,2024-11-12 12:14:50.053483,223.16,0.02,0.25,0.148,50.14,0.86
station01,549,2024-11-12 12:14:50.087,222.28,0.04,0.45,0.865,50.13,0.64
station01,550,2024-11-12 12:14:50.120554,221.19,0.03,3.64,0.996,49.88,0.74
station01,551,2024-11-12 12:14:50.151621,224.34,0.04,1.43,0.993,50.18,0.01
station01,552,2024-11-12 12:14:50.183525,224.35,0.03,0.02,0.785,49.85,0.62
station01,553,2024-11-12 12:14:50.213087,228.73,0.04,1.17,0.523,49.86,0.71
station01,554,2024-11-12 12:14:50.241965,223.27,0.05,1.35,0.091,50.06,0.3
station01,555,2024-11-12 12:14:50.272139,221.38,0.03,1.38,0.213,50.15,0.68
station01,556,2024-11-12 12:14:50.304771,228.38,0.03,3.02,0.851,50.19,0.14
station01,557,2024-11-12 12:14:50.336763,220.37,0.02,3.12,0.73,50.18,0.29
station01,558,2024-11-12 12:14:50.364680,224.47,0.02,1.68,0.888,50.15,0.48
station01,559,2024-11-12 12:14:50.397115,223.11,0.02,0.05,0.025,49.94,0.66
station01,560,2024-11-12 12:14:50.428562,228.84,0.01,2.09,0.308,49.89,0.32
station01,561,2024-11-12 12:14:50.459205,221.71,0.04,3.16,0.23,50.15,0.87
station01,562,2024-11-12 12:14:50.490599,229.85,0.01,4.97,0.181,49.98,0.05
station01,563,2024-11-12 12:14:50.520095,228.51,0.05,3.74,0.169,50.12,0.66
station01,564,2024-11-12 12:14:50.551201,220.37,0.03,1.7,0.585,50.15,0.06
station01,565,2024-11-12 12:14:50.581444,227.59,0.01,1.36,0.072,49.83,0.18
station01,566,2024-11-12 12:14:50.612659,228.73,0.02,0.13,0.224,50.11,0.58
station01,567,2024-11-12 12:14:50.643526,228.64,0.04,3.69,0.699,49.97,0.16
station01,568,2024-11-12 12:14:50.675075,229.66,0.03,1.45,0.278,49.87,0.09
station01,569,2024-11-12 12:14:50.706824,222.92,0.03,4.92,0.273,49.82,0.66
station01,570,2024-11-12 12:14:50.735645,229.32,0.04,2.39,0.993,49.82,0.83
station01,571,2024-11-12 12:14:50.770077,223.47,0.04,3.29,0.966,50.02,0.13
station01,572,2024-11-12 12:14:50.800598,220.03,0.05,2.79,0.415,50.02,0.47
station01,573,2024-11-12 12:14:50.829602,221.59,0.03,4.86,0.055,49.86,0.87
station01,574,2024-11-12 12:14:50.859738,224.17,0.05,2.78,0.218,50.17,0.89
station01,575,2024-11-12 12:14:50.887191,229.01,0.01,3.47,0.473,50.09,0.84
station01,576,2024-11-12 12:14:50.914943,225.79,0.05,3.06,0.194,49.82,0.35
station01,577,2024-11-12 12:14:50.957644,221.76,0.05,3.14,0.706,50.01,0.59
station01,578,2024-11-12 12:14:50.987045,221.81,0.02,3.63,0.575,49.85,0.53
station01,579,2024-11-12 12:14:51.018638,228.59,0.03,0.68,0.059,50.05,0.64
station01,580,2024-11-12 12:14:51.047418,222.31,0.02,2.56,0.703,49.84,0.98
station01,581,2024-11-12 12:14:51.076790,223.69,0.03,0.29,0.121,50.13,0.39
station01,582,2024-11-12 12:14:51.104750,220.39,0.01,1.15,0.899,49.84,0.34
station01,583,2024-11-12 12:14:51.137850,222.36,0.02,1.38,0.229,50.11,0.24
station01,584,2024-11-12 12:14:51.168725,222.86,0.01,4.8,0.18,50.07,0.4
station01,585,2024-11-12 12:14:51.201798,223.5,0.05,1.86,0.069,50.19,0.36
station01,586,2024-11-12 12:14:51.234778,220.06,0.02,0.29,0.775,50.16,0.96
station01,587,2024-11-12 12:14:51.271821,222.26,0.04,0.3,0.481,49.87,0.61
station01,588,2024-11-12 12:14:51.301597,225.93,0.01,4.68,0.169,50.07,0.07
station01,589,2024-11-12 12:14:51.330537,220.18,0.03,1.22,0.125,50.17,0.23
station01,590,2024-11-12 12:14:51.357449,228.47,0.02,1.54,0.349,49.97,0.45
station01,591,2024-11-12 12:14:51.386620,227.31,0.01,4.24,0.104,49.8,0.24
station01,592,2024-11-12 12:14:51.415958,225.17,0.04,3.83,0.649,49.99,0.79
station01,593,2024-11-12 12:14:51.446356,223.76,0.03,1.42,0.466,49.89,0.26
station01,594,2024-11-12 12:14:51.476394,227.12,0.04,3.46,0.093,49.99,0.97
station01,595,2024-11-12 12:14:51.543476,228.98,0.02,1.36,0.351,50.0,0.08
station01,596,2024-11-12 12:14:51.603197,226.08,0.02,2.84,0.269,49.84,0.88
station01,597,2024-11-12 12:14:51.636048,226.75,0.05,3.41,0.877,50.07,0.1
station01,598,2024-11-12 12:14:51.671451,224.01,0.03,2.38,0.409,50.19,0.67
station01,599,2024-11-12 12:14:51.703914,220.74,0.02,0.51,0.593,50.08,0.53
station01,600,2024-11-12 12:14:51.774775,221.39,0.05,1.61,0.201,50.09,0.97
station01,601,2024-11-12 12:14:51.811406,220.17,0.01,3.63,0.669,49.92,0.47
station01,602,2024-11-12 12:14:51.846332,222.66,0.04,2.47,0.763,50.16,0.7
station01,603,2024-11-12 12:14:51.878664,227.6,0.04,1.42,0.375,50.15,0.52
station01,604,2024-11-12 12:14:51.910949,222.63,0.01,0.77,0.6,50.18,0.66
station01,605,2024-11-12 12:14:51.946600,221.84,0.01,3.03,0.659,50.12,0.31
station01,606,2024-11-12 12:14:52.015140,224.97,0.03,2.44,0.01,49.94,0.55
station01,607,2024-11-12 12:14:52.053264,223.28,0.04,3.93,0.965,49.81,0.55
station01,608,2024-11-12 12:14:52.089371,222.06,0.02,2.94,0.673,49.96,0.81
station01,609,2024-11-12 12:14:52.126026,226.03,0.05,0.43,0.252,49.86,0.61
station01,610,2024-11-12 12:14:52.154747,220.33,0.03,1.27,0.947,49.92,0.57
station01,611,2024-11-12 12:14:52.207327,227.31,0.05,0.22,0.441,50.04,0.7
station01,612,2024-11-12 12:14:52.242309,226.26,0.02,4.96,0.388,49.93,0.28
station01,613,2024-11-12 12:14:52.274685,222.38,0.02,4.21,0.257,50.1,0.11
station01,614,2024-11-12 12:14:52.307320,225.72,0.01,2.24,0.552,50.05,0.83
station01,615,2024-11-12 12:14:52.341340,221.78,0.05,4.84,0.702,49.93,0.71
station01,616,2024-11-12 12:14:52.377560,225.15,0.03,1.01,0.985,50.11,0.6
station01,617,2024-11-12 12:14:52.433719,225.33,0.04,0.86,0.745,49.91,0.13
station01,618,2024-11-12 12:14:52.472166,221.25,0.05,3.24,0.711,50.06,0.45
station01,619,2024-11-12 12:14:52.525186,222.92,0.04,3.89,0.691,50.14,0.19
